Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general ,
ENTRE RIOS,Paraná,Aldea María Luisa,30084010, -   , -   , -   , -   , -   , -   , -   , 8 , 8 ,
ENTRE RIOS,Paraná,Aldea San Rafael,30084020, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
ENTRE RIOS,Paraná,El Palenque,30084080, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
ENTRE RIOS,Paraná,El Pingo,30084090, -   , -   , -   , -   , 1 , -   , -   , 50 , 51 ,
ENTRE RIOS,Paraná,Sauce Montrull,30084210, -   , -   , -   , -   , -   , -   , -   , 71 , 71 ,
ENTRE RIOS,San Salvador,General Campos,30088010, 1 , -   , -   , 35 , 37 , 1 , -   , 188 , 262 ,
ENTRE RIOS,San Salvador,San Salvador,30088020, 345 , -   , -   ," 1,247 ", 259 , -   , -   , 286 ," 2,137 ",
ENTRE RIOS,Tala,Durazno,30091020, 6 , -   , -   , -   , -   , -   , -   , 44 , 50 ,
ENTRE RIOS,Tala,Gobernador Echagüe,30091040, -   , -   , -   , -   , -   , -   , -   , 8 , 8 ,
ENTRE RIOS,Tala,Gobernador Mansilla,30091050, -   , -   , -   , -   , -   , -   , -   , 75 , 75 ,
ENTRE RIOS,Tala,Gobernador Solá,30091060, -   , -   , -   , -   , -   , -   , -   , 11 , 11 ,
ENTRE RIOS,Tala,Maciá,30091090, -   , 209 , -   , -   , -   , -   , -   , 41 , 250 ,
ENTRE RIOS,Tala,Rosario del Tala,30091100," 1,091 ", -   , -   , 452 , -   , -   , -   , -   ," 1,543 ",
ENTRE RIOS,Tala,Las Guachas,30091080, -   , -   , -   , -   , -   , -   , -   , 3 , 3 ,
ENTRE RIOS,Uruguay,1º de Mayo,30098090, -   , -   , -   , 10 , -   , -   , -   , 152 , 162 ,
ENTRE RIOS,Uruguay,Basavilbaso,30098010, 602 , -   , -   ," 1,316 ", -   , -   , -   , 350 ," 2,268 ",
ENTRE RIOS,Uruguay,Caseros,30098020, 77 , -   , -   , 707 , 6 , 1 , -   , 52 , 843 ,
ENTRE RIOS,Uruguay,Colonia Elía,30098030, -   , -   , -   , 10 , -   , -   , -   , 147 , 157 ,
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040," 5,178 "," 9,216 ", 5 ," 9,817 ", -   , -   , -   ," 1,823 "," 26,039 ",
ENTRE RIOS,Uruguay,Herrera,30098060, 102 , -   , -   , -   , -   , -   , -   , 110 , 212 ,
ENTRE RIOS,Uruguay,Líbaros,30098080, -   , -   , -   , -   , -   , -   , -   , 38 , 38 ,
ENTRE RIOS,Uruguay,Pronunciamiento,30098100, -   , -   , -   , 12 , -   , -   , -   , 170 , 182 ,
ENTRE RIOS,Uruguay,Rocamora,30098110, -   , -   , -   , -   , -   , -   , -   , 54 , 54 ,
ENTRE RIOS,Uruguay,Santa Anita,30098120, -   , -   , -   , 305 , -   , -   , -   , 61 , 366 ,
ENTRE RIOS,Uruguay,Villa Mantero,30098130, 37 , -   , -   , 196 , -   , 1 , -   , 37 , 271 ,
ENTRE RIOS,Uruguay,Villa San Justo,30098140, -   , -   , -   , 455 , -   , -   , -   , 97 , 552 ,
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150, -   , -   , -   , 3 , -   , -   , -   , 49 , 52 ,
ENTRE RIOS,Uruguay,Las Moscas,30098070, -   , -   , -   , 7 , -   , -   , -   , 46 , 53 ,
ENTRE RIOS,Uruguay,Estancia San Pedro,30098030, -   , -   , -   , -   , -   , -   , -   , 3 , 3 ,
ENTRE RIOS,Victoria,Molino Doll,30105040, -   , -   , -   , -   , -   , -   , -   , 10 , 10 ,
ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040, -   , -   , -   , -   , -   , -   , -   , 19 , 19 ,
ENTRE RIOS,Victoria,Victoria,30105060," 3,178 "," 10,208 ", -   ," 1,496 ", -   , -   , -   , 352 ," 15,234 ",
ENTRE RIOS,Villaguay,Estación Raíces,30113010, 24 , -   , -   , -   , -   , -   , -   , 5 , 29 ,
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020, -   , -   , -   , -   , -   , -   , -   , 44 , 44 ,
ENTRE RIOS,Villaguay,Jubileo,30113030, -   , -   , -   , 126 , 35 , -   , -   , -   , 161 ,
ENTRE RIOS,Villaguay,Villa Clara,30113060, 62 , -   , -   , 290 , -   , 1 , -   , 68 , 421 ,
ENTRE RIOS,Villaguay,Villa Domínguez,30113070, -   , -   , -   , 230 , -   , -   , -   , 114 , 344 ,
ENTRE RIOS,Villaguay,Villaguay,30113080," 1,087 ", -   , -   ," 3,361 ", 1 , -   , -   ," 1,266 "," 5,715 ",
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050, -   , -   , -   , 8 , -   , -   , -   , 39 , 47 ,
FORMOSA,Bermejo,Fortín Soledad,34007003, -   , -   , -   , -   , -   , -   , -   , 8 , 8 ,
FORMOSA,Bermejo,La Rinconada,34007007, -   , -   , -   , -   , -   , -   , -   , 8 , 8 ,
FORMOSA,Bermejo,Laguna Yema,34007010, -   , -   , -   , -   , -   , 2 , -   , 76 , 78 ,
FORMOSA,Bermejo,Lamadrid,34007015, -   , -   , -   , -   , -   , -   , -   , 7 , 7 ,
FORMOSA,Bermejo,Los Chiriguanos,34007020, -   , -   , -   , -   , -   , -   , -   , 41 , 41 ,
FORMOSA,Bermejo,Pozo de Maza,34007030, -   , -   , -   , -   , -   , 1 , -   , 17 , 18 ,
FORMOSA,Bermejo,Pozo del Mortero,34007040, -   , -   , -   , -   , -   , -   , -   , 13 , 13 ,
FORMOSA,Bermejo,Vaca Perdida,34007050, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
FORMOSA,Bermejo,Guadalcazar,34007005, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
FORMOSA,Formosa,Colonia Pastoril,34014010, -   , -   , -   , -   , -   , -   , -   , 74 , 74 ,
FORMOSA,Formosa,Formosa,34014020," 6,865 "," 18,132 ", -   ," 10,297 ", 15 , 5 , -   ," 7,864 "," 43,178 ",
FORMOSA,Formosa,Gran Guardia,34014030, -   , -   , -   , -   , -   , -   , -   , 69 , 69 ,
FORMOSA,Formosa,Mariano Boedo,34014040, -   , -   , -   , -   , -   , -   , -   , 31 , 31 ,
FORMOSA,Formosa,Mojón de Fierro,34014050, -   , -   , -   , -   , -   , 1 , -   , 28 , 29 ,
FORMOSA,Formosa,San Hilario,34014060, -   , -   , -   , -   , -   , 1 , -   , 28 , 29 ,
FORMOSA,Formosa,Villa del Carmen,34014070, -   , -   , -   , 80 , -   , 2 , -   , 56 , 138 ,
FORMOSA,Laishi,Banco Payaguá,34021010, -   , -   , -   , -   , -   , -   , -   , 32 , 32 ,
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020, 7 , -   , -   , -   , -   , 2 , -   , 167 , 176 ,
FORMOSA,Laishi,Herradura,34021030, -   , -   , -   , -   , -   , -   , -   , 131 , 131 ,
FORMOSA,Laishi,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 132 , 132 ,
FORMOSA,Laishi,San Francisco de Laishi,34021040, -   , -   , -   , -   , -   , 3 , -   , 240 , 243 ,
FORMOSA,Laishi,Tatané,34021050, -   , -   , -   , -   , -   , -   , -   , 61 , 61 ,
FORMOSA,Laishi,Villa Escolar,34021060, -   , -   , -   , -   , -   , -   , -   , 102 , 102 ,
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010, 205 , -   , -   , -   , -   , 1 , -   , 254 , 460 ,
FORMOSA,Patiño,Bartolomé de las Casas,34035010, -   , -   , -   , -   , -   , 1 , -   , 6 , 7 ,
FORMOSA,Patiño,Comandante Fontana,34035030, -   , -   , -   , -   , -   , -   , -   , 751 , 751 ,
FORMOSA,Patiño,Estanislao del Campo,34035050, 29 , -   , -   , -   , -   , -   , -   , 157 , 186 ,
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060, -   , -   , -   , -   , -   , -   , -   , 145 , 145 ,
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070, -   , -   , -   , -   , -   , -   , -   , 6 , 6 ,
FORMOSA,Patiño,Ibarreta,34035080, 226 , -   , -   , -   , -   , 3 , -   , 519 , 748 ,
FORMOSA,Patiño,Juan G. Bazán,34035090, -   , -   , -   , -   , -   , -   , -   , 11 , 11 ,
FORMOSA,Patiño,Las Lomitas,34035100, 444 , -   , -   ," 1,526 ", -   , 4 , -   , 235 ," 2,209 ",
FORMOSA,Patiño,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 44 , 44 ,
FORMOSA,Patiño,Posta Cambio Zalazar,34035110, -   , -   , -   , -   , -   , -   , -   , 58 , 58 ,
FORMOSA,Patiño,Pozo del Tigre,34035120, 25 , -   , -   , 200 , -   , -   , -   , 190 , 415 ,
FORMOSA,Patiño,San Martín II,34035140, -   , -   , -   , 1 , -   , -   , -   , 369 , 370 ,
FORMOSA,Patiño,Subteniente Perín,34035150, -   , -   , -   , -   , -   , 1 , -   , 71 , 72 ,
FORMOSA,Patiño,Villa General Güemes,34035160, -   , -   , -   , 2 , -   , -   , -   , 447 , 449 ,
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170, -   , -   , -   , 1 , -   , -   , -   , 451 , 452 ,
FORMOSA,Patiño,San Martín I,34035130, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
FORMOSA,Pilagás,Buena Vista,34042010, -   , -   , -   , 3 , -   , -   , -   , 315 , 318 ,
FORMOSA,Pilagás,El Espinillo,34042020, -   , -   , -   , -   , -   , 1 , -   , 300 , 301 ,
FORMOSA,Pilagás,Misión Tacaagle,34042040, -   , -   , -   , -   , -   , -   , -   , 149 , 149 ,
FORMOSA,Pilagás,Tres Lagunas,34042060, 15 , -   , -   , -   , -   , 1 , -   , 97 , 113 ,
FORMOSA,Pilagás,Laguna Gallo,34042030, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
FORMOSA,Pilcomayo,Clorinda,34049010, 947 , 20 , -   ," 2,890 ", 15 , 1 , -   , 88 ," 3,961 ",
FORMOSA,Pilcomayo,Laguna Blanca,34049020, 27 , -   , -   , -   , -   , -   , -   , 41 , 68 ,
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030, 101 , -   , -   , -   , -   , 2 , -   , 352 , 455 ,
FORMOSA,Pilcomayo,Palma Sola,34049040, -   , -   , -   , -   , -   , -   , -   , 18 , 18 ,
FORMOSA,Pilcomayo,Riacho He-He,34049060, -   , -   , -   , 1 , -   , -   , -   , 414 , 415 ,
FORMOSA,Pilcomayo,Siete Palmas,34049080, 20 , -   , -   , 1 , -   , -   , -   , 82 , 103 ,
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050, -   , -   , -   , -   , -   , -   , -   , 3 , 3 ,
FORMOSA,Pilcomayo,Riacho Negro,34049070, -   , -   , -   , -   , -   , -   , -   , 3 , 3 ,
FORMOSA,Pirané,Colonia Campo Villafañe,34056010, -   , -   , -   , 52 , -   , -   , -   , 145 , 197 ,
FORMOSA,Pirané,El Colorado,34056020," 1,341 ", -   , -   , 160 , 2 , 5 , -   , 869 ," 2,377 ",
FORMOSA,Pirané,Palo Santo,34056030, -   , 173 , -   , -   , -   , 1 , -   , 292 , 466 ,
FORMOSA,Pirané,Pirané,34056040, -   , -   , -   , 957 , 100 , 4 , -   , 466 ," 1,527 ",
FORMOSA,Pirané,Villa Kilómetro 213,34056050, -   , -   , -   , -   , -   , -   , -   , 433 , 433 ,
FORMOSA,Ramón Lista,El Potrillo,34063010, -   , -   , -   , -   , -   , -   , -   , 22 , 22 ,
FORMOSA,Ramón Lista,El Quebracho,34063030, -   , -   , -   , -   , -   , -   , -   , 12 , 12 ,
FORMOSA,Ramón Lista,General Mosconi,34063020, -   , -   , -   , 8 , -   , 3 , -   , 37 , 48 ,
FORMOSA,Ramón Lista,OTROS,Sin Datos, -   , -   , -   , -   , -   , 8 , -   , -   , 8 ,
JUJUY,Cochinoca,Abra Pampa,38007020, -   , -   , -   , -   , -   , 3 , -   , 221 , 224 ,
JUJUY,Cochinoca,Puesto del Marquéz,38007060, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010, 51 , 94 , -   , 3 , -   , -   , -   , -   , 148 ,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040, -   , -   , -   , -   , -   , -   , -   , 111 , 111 ,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060," 4,361 "," 38,206 ", -   ," 41,619 ", 36 , 5 , -   , 141 ," 84,368 ",
JUJUY,Doctor Manuel Belgrano,Yala,38021070, -   , -   , -   , -   , -   , -   , -   , 3 , 3 ,
JUJUY,Doctor Manuel Belgrano,La Almona,38021020, -   , 5 , -   , 69 , -   , -   , -   , -   , 74 ,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065, -   , -   , -   , 4 , -   , -   , -   , 8 , 12 ,
JUJUY,Doctor Manuel Belgrano,León,38021030, -   , 504 , -   , -   , -   , -   , -   , -   , 504 ,
JUJUY,El Carmen,El Carmen,38014040, 294 , 359 , -   , 510 , -   , 2 , -   , 1 ," 1,166 ",
JUJUY,El Carmen,Manantiales,38014060, -   , -   , -   , -   , -   , 2 , -   , -   , 2 ,
JUJUY,El Carmen,Monterrico,38014070, -   ," 1,043 ", -   , -   , -   , 1 , -   , 10 ," 1,054 ",
JUJUY,El Carmen,Pampa Blanca,38014080, 56 , 261 , -   , -   , -   , 2 , -   , 1 , 320 ,
JUJUY,El Carmen,Perico,38014090, -   ," 1,380 ", -   , 575 , -   , 1 , -   , 10 ," 1,966 ",
JUJUY,El Carmen,Puesto Viejo,38014100, -   , 87 , -   , -   , -   , 1 , -   , -   , 88 ,
JUJUY,El Carmen,Aguas Calientes,38014010, -   , -   , -   , -   , -   , -   , -   , 28 , 28 ,
JUJUY,Humahuaca,El Aguilar,38028020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Humahuaca,Humahuaca,38028040, 342 , -   , -   , -   , -   , 6 , -   , 330 , 678 ,
JUJUY,Humahuaca,Tres Cruces,38028050, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060, 4 , -   , -   , 5 , -   , -   , -   , -   , 9 ,
JUJUY,Ledesma,Caimancito,38035030, 179 , -   , -   , -   , -   , 1 , -   , 37 , 217 ,
JUJUY,Ledesma,Calilegua,38035040, -   , 500 , -   , -   , -   , 1 , -   , 144 , 645 ,
JUJUY,Ledesma,Chalicán,38035050, -   , -   , -   , -   , -   , -   , -   , 78 , 78 ,
JUJUY,Ledesma,Fraile Pintado,38035060, 538 , 23 , -   , -   , -   , 1 , -   , 121 , 683 ,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080, 60 ," 6,065 ", -   ," 1,000 ", -   , 3 , -   , 787 ," 7,915 ",
JUJUY,Ledesma,Yuto,38035110, -   , -   , -   , -   , -   , 1 , -   , 176 , 177 ,
JUJUY,OTROS,OTROS,Sin Datos, -   , -   , -   , -   ," 1,085 ", -   , -   , -   ," 1,085 ",
JUJUY,Palpalá,Carahunco,38042010, 1 , -   , -   , -   , -   , -   , -   , -   , 1 ,
JUJUY,Palpalá,Centro Forestal,38042020, 15 , -   , -   , -   , -   , -   , -   , -   , 15 ,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040," 1,931 "," 1,039 ", -   ," 3,431 ", -   , 3 , -   , 1 ," 6,405 ",
JUJUY,Palpalá,Rio Blanco,38042010, -   , 53 , -   , 12 , -   , -   , -   , -   , 65 ,
JUJUY,Rinconada,Liviara,38049020, -   , -   , -   , -   , -   , 5 , -   , -   , 5 ,
JUJUY,Rinconada,Loma Blanca,38049025, -   , -   , -   , -   , -   , 2 , -   , -   , 2 ,
JUJUY,Rinconada,Nuevo Pirquitas,38049030, -   , -   , -   , 5 , -   , 1 , -   , -   , 6 ,
JUJUY,Rinconada,Coyaguaima,38049007, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Rinconada,Orosmayo,38049035, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Rinconada,Rinconada,38049040, -   , -   , -   , -   , -   , 2 , -   , -   , 2 ,
JUJUY,Rinconada,Lagunillas de Farallón,38049010, -   , -   , -   , 9 , -   , -   , -   , -   , 9 ,
JUJUY,San Antonio,Loteo Navea,38056020, -   , -   , -   , 80 , -   , -   , -   , -   , 80 ,
JUJUY,San Antonio,San Antonio,38056030, 1 , 130 , -   , -   , -   , 1 , -   , -   , 132 ,
JUJUY,San Antonio,El Ceibal,38056010, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
JUJUY,San Antonio,Los Alisos,38056017, 1 , -   , -   , -   , -   , -   , -   , -   , 1 ,
JUJUY,San Pedro,La Esperanza,38063070, -   , -   , -   , -   , -   , 1 , -   , 15 , 16 ,
JUJUY,San Pedro,La Mendieta,38063090, -   , -   , -   , -   , -   , 1 , -   , 240 , 241 ,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180," 2,950 "," 1,334 ", -   ," 1,884 ", -   , 1 , -   , 75 ," 6,244 ",
JUJUY,San Pedro,San Lucas,38063170, -   , -   , -   , -   , -   , -   , -   , 10 , 10 ,
JUJUY,San Pedro,Don Emilio,38063030, -   , -   , -   , -   , -   , -   , -   , 37 , 37 ,
JUJUY,San Pedro,Rosario de Río Grande,38063150, -   , -   , -   , -   , -   , -   , -   , 54 , 54 ,
JUJUY,SANTA BARBARA,El Fuerte,38070010, -   , -   , -   , -   , -   , 5 , -   , -   , 5 ,
JUJUY,SANTA BARBARA,El Piquete,38070020, 67 , -   , -   , -   , -   , -   , -   , 29 , 96 ,
JUJUY,SANTA BARBARA,El Talar,38070030, -   , -   , -   , -   , -   , 1 , -   , 141 , 142 ,
JUJUY,SANTA BARBARA,OTROS,Sin Datos, -   , -   , -   , -   , -   , 3 , -   , -   , 3 ,
JUJUY,SANTA BARBARA,Palma Sola,38070040, -   , -   , -   , -   , -   , 1 , -   , 116 , 117 ,
JUJUY,SANTA BARBARA,Santa Clara,38070060, 88 , -   , -   , -   , -   , 1 , -   , 87 , 176 ,
JUJUY,SANTA BARBARA,Vinalito,38070070, -   , -   , -   , -   , -   , -   , -   , 30 , 30 ,
JUJUY,Santa Catalina,Casira,38077010, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Ciénega,38077020, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Cieneguillas,38077030, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Cusi Cusi,38077040, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Misarrumi,38077060, -   , -   , -   , -   , -   , 5 , -   , -   , 5 ,
JUJUY,Santa Catalina,Oratorio,38077070, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Paicone,38077080, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Santa Catalina,Santa Catalina,38077100, -   , -   , -   , 5 , -   , 1 , -   , -   , 6 ,
JUJUY,Susques,El Toro,38084030, -   , -   , -   , 20 , -   , -   , -   , -   , 20 ,
JUJUY,Susques,Huáncar,38084040, -   , -   , -   , 27 , -   , -   , -   , -   , 27 ,
JUJUY,Susques,Olacapato,38084055, -   , -   , -   , 8 , -   , -   , -   , 1 , 9 ,
JUJUY,Susques,Olaroz Chico,38084060, -   , -   , -   , 30 , -   , -   , -   , 6 , 36 ,
JUJUY,Susques,Pastos Chicos,38084070, -   , -   , -   , 22 , -   , -   , -   , -   , 22 ,
JUJUY,Susques,Puesto Sey,38084080, -   , -   , -   , 20 , -   , -   , -   , -   , 20 ,
JUJUY,Susques,San Juan de Quillaqués,38084090, -   , -   , -   , 12 , -   , 5 , -   , -   , 17 ,
JUJUY,Susques,Susques,38084100, -   , -   , -   , 275 , -   , 10 , -   , 57 , 342 ,
JUJUY,Susques,Coranzuli,38084020, -   , -   , -   , 60 , -   , -   , -   , -   , 60 ,
JUJUY,Susques,Catua,38084010, -   , -   , -   , 70 , -   , 1 , -   , -   , 71 ,
JUJUY,Susques,Jama,38084045, -   , -   , -   , 11 , -   , -   , -   , -   , 11 ,
JUJUY,Susques,Mina Providencia,38084050, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Tilcara,Huacalera,38094020, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Tilcara,Maimará,38094040, -   , -   , -   , 5 , -   , 2 , -   , 77 , 84 ,
JUJUY,Tilcara,Tilcara,38094050, -   , -   , -   , 10 , -   , 2 , -   , 375 , 387 ,
JUJUY,Tumbaya,Bárcena,38098010, -   , -   , -   , -   , -   , -   , -   , 111 , 111 ,
JUJUY,Tumbaya,Purmamarca,38098030, 70 , -   , -   , -   , -   , -   , -   , 1 , 71 ,
JUJUY,Tumbaya,Volcán,38098050, -   , -   , -   , -   , -   , -   , -   , 93 , 93 ,
JUJUY,Tumbaya,El Moreno,38098020, -   , -   , -   , -   , 1 , -   , -   , -   , 1 ,
JUJUY,Tumbaya,Tumbaya,38098040, -   , -   , -   , -   , -   , -   , -   , 342 , 342 ,
JUJUY,Valle Grande,Santa Ana,38105040, -   , -   , -   , -   , -   , 2 , -   , -   , 2 ,
JUJUY,Yavi,Barrios,38112010, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Yavi,Cangrejillos,38112020, -   , -   , -   , 5 , -   , 1 , -   , -   , 6 ,
JUJUY,Yavi,La Intermedia,38112040, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Yavi,La Quiaca,38112050, 660 , -   , -   , 75 , 5 , 1 , -   , -   , 741 ,
JUJUY,Yavi,Pumahuasi,38112070, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
JUJUY,Yavi,Yavi Chico,38112090, -   , -   , -   , 5 , -   , -   , -   , -   , 5 ,
LA PAMPA,Atreucó,Doblas,42007010, -   , 319 , -   , 72 , -   , 1 , -   , 34 , 426 ,
LA PAMPA,Atreucó,Macachín,42007020, -   , -   , -   ," 1,087 ", -   , 1 , -   , 613 ," 1,701 ",
LA PAMPA,Atreucó,Miguel Riglos,42007030, -   , -   , -   , 3 , -   , 1 , -   , 110 , 114 ,
LA PAMPA,Atreucó,Rolón,42007040, -   , -   , -   , -   , -   , 1 , -   , 73 , 74 ,
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050, -   , -   , 1 , -   , -   , 1 , -   , 5 , 7 ,
LA PAMPA,Caleu Caleu,La Adela,42014020, -   , 371 , -   , -   , -   , 1 , -   , 549 , 921 ,
LA PAMPA,Caleu Caleu,Anzoategui,42014010, -   , -   , -   , -   , 1 , 2 , -   , -   , 3 ,
LA PAMPA,Capital,Anguil,42021010, -   , 138 , -   , 266 , 65 , 1 , -   , 367 , 837 ,
LA PAMPA,Capital,Santa Rosa,42021020," 1,492 "," 45,921 ", 64 ," 3,942 ", 1 , 3 , -   , 556 ," 51,979 ",
LA PAMPA,Catriló,Catriló,42028010, -   , 541 , 1 , 717 , 327 , 2 , -   , -   ," 1,588 ",
LA PAMPA,Catriló,La Gloria,42028020, -   , -   , -   , -   , 24 , -   , -   , -   , 24 ,
LA PAMPA,Catriló,Lonquimay,42028030, -   , 278 , -   , 1 , 71 , 1 , -   , -   , 351 ,
LA PAMPA,Catriló,Uriburu,42028040, -   , 90 , -   , 1 , 94 , 1 , -   , 115 , 301 ,
LA PAMPA,Chalileo,Santa Isabel,42049010, -   , -   , 2 , -   , -   , 1 , -   , 819 , 822 ,
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010, -   , -   , 1 , 110 , -   , 1 , -   , 463 , 575 ,
LA PAMPA,Chapaleufú,Ceballos,42056020, -   , -   , -   , 1 , -   , 1 , -   , 91 , 93 ,
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030, -   , -   , -   , -   , -   , 1 , -   , 247 , 248 ,
LA PAMPA,Chapaleufú,Intendente Alvear,42056040, 67 , 613 , 1 , 606 , 1 , 1 , -   , 297 ," 1,586 ",
LA PAMPA,Chapaleufú,Sarah,42056050, -   , -   , -   , -   , -   , 2 , -   , 16 , 18 ,
LA PAMPA,Chapaleufú,Vértiz,42056060, -   , -   , -   , -   , -   , -   , -   , 107 , 107 ,
LA PAMPA,Chical Co,La Humada,42063020, -   , -   , -   , -   , -   , 1 , -   , 224 , 225 ,
LA PAMPA,Conhelo,Conhelo,42035010, -   , -   , -   , -   , -   , -   , -   , 46 , 46 ,
LA PAMPA,Conhelo,Eduardo Castex,42035020," 1,257 "," 1,341 ", -   , 729 , -   , 1 , -   , 108 ," 3,436 ",
LA PAMPA,Conhelo,Mauricio Mayer,42035030, -   , -   , -   , -   , -   , 1 , -   , 30 , 31 ,
LA PAMPA,Conhelo,Monte Nievas,42035040, -   , -   , -   , -   , -   , 1 , -   , 45 , 46 ,
LA PAMPA,Conhelo,Rucanelo,42035050, -   , -   , -   , 1 , -   , -   , -   , 26 , 27 ,
LA PAMPA,Conhelo,Winifreda,42035060, -   , 192 , 1 , 693 , 2 , -   , -   , 195 ," 1,083 ",
LA PAMPA,Curacó,Gobernador Duval,42042010, -   , -   , -   , -   , -   , 1 , -   , 105 , 106 ,
LA PAMPA,Curacó,Puelches,42042020, -   , -   , -   , -   , -   , 1 , -   , 100 , 101 ,
LA PAMPA,Guatraché,Alpachiri,42070010, 631 , -   , -   , 2 , -   , 1 , -   , -   , 634 ,
LA PAMPA,Guatraché,General Manuel J. Campos,42070020, -   , -   , -   , 2 , -   , 1 , -   , -   , 3 ,
LA PAMPA,Guatraché,Guatraché,42070030, -   , 239 , -   , 2 , -   , 1 , -   , 270 , 512 ,
LA PAMPA,Guatraché,Santa Teresa,42070050, -   , -   , -   , 2 , -   , -   , -   , -   , 2 ,
LA PAMPA,Guatraché,Perú,42070040, -   , -   , -   , 1 , -   , -   , -   , 44 , 45 ,
LA PAMPA,Hucal,Abramo,42077010, -   , -   , -   , 1 , -   , -   , -   , 69 , 70 ,
LA PAMPA,Hucal,Bernasconi,42077020, 37 , -   , -   , 1 , -   , 1 , -   , 684 , 723 ,
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030, -   , -   , -   , 2 , -   , -   , -   , 826 , 828 ,
LA PAMPA,Hucal,Jacinto Arauz,42077050, 631 , -   , -   , 2 , -   , 2 , -   , 76 , 711 ,
LA PAMPA,Limay Mahuida,La Reforma,42091010, -   , -   , -   , -   , -   , 1 , -   , 67 , 68 ,
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020, -   , -   , -   , -   , -   , 1 , -   , 23 , 24 ,
LA PAMPA,Loventué,Carro Quemado,42098010, -   , -   , -   , 1 , -   , 1 , -   , 50 , 52 ,
LA PAMPA,Loventué,Luan Toro,42098030, -   , -   , -   , -   , -   , 1 , -   , 67 , 68 ,
LA PAMPA,Loventué,Telén,42098040, -   , -   , -   , 1 , -   , 1 , -   , 198 , 200 ,
LA PAMPA,Loventué,Victorica,42098050, -   , -   , -   , 2 , -   , 1 , -   , 482 , 485 ,
